X,Y,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,weight
126.679616158701,36.9328496793363,"126.67961612842649","36.932849681543246",충남 당진시 송산면 상거중앙길 59,충남 당진시 송산면 상거리 326-5,"4427039021103260005","1203",충남청,당진,송산,파출소,"041-360-4306",충청남도 당진시 송산면 상거중앙길 59,1.00
126.690948165845,36.9047111731218,"126.69094793107024","36.90471130582522",충남 당진시 송악읍 기지시1길 42,충남 당진시 송악읍 기지시리 326-13,"4427025321103260013","1204",충남청,당진,기지시,파출소,"041-360-4305",충청남도 당진시 송악읍 기지시1길 42,1.00
126.714365947094,36.843458677632,"126.71436605240888","36.84345863608833",충남 당진시 순성면 순성로 507-3,충남 당진시 순성면 봉소리 103,"4427036021101030000","1205",충남청,당진,순성,파출소,"041-360-4312",충청남도 당진시 순성면 순성로 507-3,1.00
126.665870011133,36.6004257835249,"126.66586999232017","36.60042625828493",충남 홍성군 홍성읍 내포로 14,충남 홍성군 홍성읍 오관리 308-10,"4480025021103080010","1206",충남청,홍성,오관,지구대,"041-632-2038",충청남도 홍성군 홍성읍 내포로 14,1.00
126.672626460799,36.6487225913531,"126.67262695666938","36.648723072655216",충남 홍성군 홍북읍 홍학로 56,충남 홍성군 홍북읍 신경리 1366,"4480025625113660000","1207",충남청,홍성,내포,지구대,"041-632-9112",충청남도 홍성군 홍북읍 홍학로 56,1.00
127.017596218915,37.6306475098162,"127.0175962202412","37.630647509758404",서울 강북구 삼양로 305(수유동),서울 강북구 수유동 605-409,"1130510300106050409","119",서울청,서울강북,수유1,파출소,"02-944-4132",서울특별시 강북구  삼양로 305,1.00
126.624439266904,36.5040546958232,"126.62443878529162","36.50405548607857",충남 홍성군 광천읍 광천로 341-2,충남 홍성군 광천읍 신진리 456-1,"4480025321104560001","1208",충남청,홍성,광천,지구대,"041-641-0112",충청남도 홍성군 광천읍 광천로 341-2,1.00
126.513496920054,36.5792390455129,"126.51349702141201","36.57923956996521",충남 홍성군 서부면 서부로 514,충남 홍성군 서부면 이호리 250,"4480037021102500000","1209",충남청,홍성,서부결성,파출소,"041-632-8112",충청남도 홍성군 서부면 서부로 514,1.00
126.68751340495,36.559384426205,"126.68751335372968","36.559384850119656",충남 홍성군 홍동면 홍장남로 711,충남 홍성군 홍동면 운월리 355,"4480033021103550000","1210",충남청,홍성,홍동장곡,파출소,"041-633-3112",충청남도 홍성군 홍동면 홍장남로 711,1.00
126.550190091752,36.6049628824871,"126.55019070238218","36.60496278800103",충남 홍성군 갈산면 갈산로 95,충남 홍성군 갈산면 상촌리 235-3,"4480038021102350003","1211",충남청,홍성,갈산,파출소,"041-633-2112",충청남도 홍성군 갈산면 갈산로 95,1.00
126.712854628502,36.6212288791633,"126.71285460155332","36.621228809443664",충남 홍성군 금마면 금북로 32,충남 홍성군 금마면 죽림리 115-7,"4480032031101150007","1212",충남청,홍성,금마,파출소,"041-633-7112",충청남도 홍성군 금마면 금북로 32,1.00
126.831886195215,36.6860800238576,"126.83188619029829","36.686079926316836",충남 예산군 예산읍 아리랑로 22,충남 예산군 예산읍 주교리 215-5,"4481025024102150005","1213",충남청,예산,예산,지구대,"041-334-2118",충청남도 예산군 예산읍 아리랑로 22,1.00
126.738054075494,36.6885830752359,"126.73805407697647","36.68858307411537",충남 예산군 삽교읍 삽교로1길 28,충남 예산군 삽교읍 두리 575-21,"4481025321105750021","1214",충남청,예산,삽교,지구대,"041-338-0112",충청남도 예산군 삽교읍 삽교로1길 28,1.00
126.667732974876,36.7042878759093,"126.66773312624818","36.70428789789164",충남 예산군 덕산면 덕산온천로 427,충남 예산군 덕산면 읍내리 224-3,"4481036021102240003","1215",충남청,예산,덕산,지구대,"041-337-0112",충청남도 예산군 덕산면 덕산온천로 427,1.00
126.892480747829,36.6572722910657,"126.89248079504883","36.65727248045012",충남 예산군 대술면 대술로 145-1,충남 예산군 대술면 화천리 873-4,"4481031021108730004","1216",충남청,예산,대술신양,파출소,"041-333-5112",충청남도 예산군 대술면 대술로 145-1,1.00
126.774986395288,36.5486069337536,"126.774986334523","36.54860649415954",충남 예산군 광시면 예당로 157,충남 예산군 광시면 광시리 85-4,"4481033021100850004","1217",충남청,예산,광시대흥,파출소,"041-332-1112",충청남도 예산군 광시면 예당로 157,1.00
127.017106026304,37.6408989552779,"127.01710602973739","37.640898957054816",서울 강북구 삼각산로 115(수유동),서울 강북구 수유동 605-512,"1130510300106050512","120",서울청,서울강북,수유2,파출소,"02-944-4141",서울특별시 강북구 삼각산로 115,1.00
126.910267858715,36.2809405257172,"126.9102678594449","36.28094048685728",충남 부여군 부여읍 사비로 93,충남 부여군 부여읍 구아리 328-2,"4476025029103280002","1219",충남청,부여,백강,지구대,"041-835-1132",충청남도 부여군 부여읍 사비로 93,1.00
126.703313669811,36.3004809095406,"126.70331369755137","36.300480903254126",충남 부여군 외산면 외산로 69,충남 부여군 외산면 만수리 39-3,"4476033030100390003","1220",충남청,부여,외내산,파출소,"041-836-5112",충청남도 부여군 외산면 외산로 69,1.00
126.89350287275,36.1883474723416,"126.89350286610396","36.18834747446525",충남 부여군 임천면 성흥로 117,충남 부여군 임천면 군사리 66-3,"4476041021100660003","1221",충남청,부여,임천,파출소,"041-833-2112",충청남도 부여군 임천면 성흥로 117,1.00
126.946115497665,36.1704181340807,"126.94611552312864","36.17041813928921",충남 부여군 세도면 세도중앙로 30,충남 부여군 세도면 청송리 426-1,"4476043024104260001","1222",충남청,부여,세도,파출소,"041-833-0112",충청남도 부여군 세도면 세도중앙로 30,1.00
126.760502782578,36.2155619253099,"126.76050069167997","36.21556238950076",충남 부여군 홍산면 홍산로 70,충남 부여군 홍산면 북촌리 179-1,"4476036023101790001","1223",충남청,부여,홍산,파출소,"041-836-1112",충청남도 부여군 홍산면 홍산로 70,1.00
126.809476716456,36.2494159590012,"126.80947672976747","36.2494159560303",충남 부여군 구룡면 흥수로 158,충남 부여군 구룡면 태양리 464-19,"4476035024104640019","1224",충남청,부여,구룡,파출소,"041-832-2112",충청남도 부여군 구룡면 흥수로 158,1.00
127.00174491168,36.2534587698486,"127.0017449115536","36.25345876969808",충남 부여군 석성면 왕릉로 695,충남 부여군 석성면 증산리 1284-30,"4476044024112840030","1225",충남청,부여,석성,파출소,"041-836-9112",충청남도 부여군 석성면 왕릉로 695,1.00
126.889452076937,36.2752627185869,"126.88945211646391","36.275262734262114",충남 부여군 규암면 수북로 73,충남 부여군 규암면 규암리 141-15,"4476031032101410015","1226",충남청,부여,규암,파출소,"041-836-3112",충청남도 부여군 규암면 수북로 73,1.00
126.853959048197,36.3086479961747,"126.85395904838333","36.308647996434686",충남 부여군 은산면 충절로 2792,충남 부여군 은산면 신대리 390-4,"4476032021103900004","1227",충남청,부여,은산,파출소,"041-832-6112",충청남도 부여군 은산면 충절로 2792,1.00
126.69231744275,36.0111403178509,"126.69231744202722","36.011140318583486",충남 서천군 장항읍 장항로 134,충남 서천군 장항읍 신창리 186-6,"4477025024101860006","1228",충남청,서천,금강,지구대,"041-955-5302",충청남도 서천군 장항읍 장항로 134,1.00
127.026581306496,37.6443046829752,"127.02658132419752","37.64430467123338",서울 강북구 한천로150길 76(수유동),서울 강북구 수유동 166-75,"1130510300101660075","121",서울청,서울강북,수유3,파출소,"02-944-4153",서울특별시 강북구  한천로150길 76,1.00
126.691888548494,36.076676010243,"126.69188855968636","36.076675445692885",충남 서천군 서천읍 서천로 69,충남 서천군 서천읍 군사리 633,"4477025321106330000","1229",충남청,서천,서림,지구대,"041-952-1302",충청남도 서천군 서천읍 서천로 69,1.00
126.692026151845,36.1536321309614,"126.69202627533409","36.1536317588826",충남 서천군 판교면 대백제로 1908,충남 서천군 판교면 현암리 109-5,"4477038029101090005","1230",충남청,서천,판교,파출소,"041-951-5112",충청남도 서천군 판교면 대백제로1908,1.00
126.802554869543,36.0856370094914,"126.80255489511822","36.085636806274366",충남 서천군 한산면 한마로61번길 3-4,충남 서천군 한산면 지현리 255-1,"4477034021102550001","1231",충남청,서천,한산,파출소,"041-951-0112",충청남도 서천군 한산면 한마로61번길 3-4,1.00
126.601089143202,36.1417052794239,"126.60108956339761","36.14170531091925",충남 서천군 비인면 비인로 193,충남 서천군 비인면 성내리 312,"4477040021103120000","1232",충남청,서천,비인,파출소,"041-952-5112",충청남도 서천군 비인면 비인로 193,1.00
126.526082103175,36.1519484317675,"126.52608210651398","36.15194843263797",충남 서천군 서면 서인로 541,충남 서천군 서면 도둔리 83-1,"4477041028100830001","1233",충남청,서천,서면,파출소,"041-952-0112",충청남도 서천군 서면 서인로 541,1.00
126.706903372581,36.0625770809954,"126.70690342123572","36.06257632362879",충남 서천군 마서면 장서로 691,충남 서천군 마서면 계동리 19-5,"4477031021100190005","1234",충남청,서천,마서,파출소,"041-953-2113",충청남도 서천군 마서면 장서로 691,1.00
127.546768851635,36.1115003664984,"127.5467687670489","36.11149982643883",충남 금산군 제원면 금강로 113,충남 금산군 제원면 제원리 152-26,"4471032021101520026","1235",충남청,금산,봉황,지구대,"041-750-0306",충청남도 금산군 제원면 금강로 113,1.00
127.488758670058,36.102851782639,"127.48875829351964","36.10285094737391",충남 금산군 금산읍 금산로 1446,충남 금산군 금산읍 상리 137-3,"4471025024101370003","1236",충남청,금산,진악,지구대,"041-750-0301",충청남도 금산군 금산읍 금산로 1446,1.00
127.370910895103,36.1444643441214,"127.37091085905043","36.144464364899896",충남 금산군 진산면 대둔산로 405,충남 금산군 진산면 읍내리 600-13,"4471037028106000013","1237",충남청,금산,진산,파출소,"041-750-0303",충청남도 금산군 진산면 대둔산로 405,1.00
127.398759813214,36.1634477556581,"127.3987592029857","36.163448127241125",충남 금산군 복수면 복수로 114,충남 금산군 복수면 곡남리 461-5,"4471038023104610005","1238",충남청,금산,복수,파출소,"041-750-0304",충청남도 금산군 복수면 복수로 114,1.00
127.012390595564,37.6394307928564,"127.01239064132301","37.63943079698264",서울 강북구 인수봉로 227(수유동),서울 강북구 수유동 410-342,"1130510300104100342","122",서울청,서울강북,인수,파출소,"02-944-4163",서울특별시 강북구 인수봉로 227,1.00
127.466922739504,36.1913189944614,"127.46692273584905","36.191318994905515",충남 금산군 추부면 마전로 56-1,충남 금산군 추부면 마전리 571-2,"4471039023105710002","1239",충남청,금산,추부,파출소,"041-750-0305",충청남도 금산군 추부면 마전로 56-1,1.00
126.952615298982,36.4095112671925,"126.95261503047364","36.40951115089729",충남 청양군 정산면 칠갑산로 1948,충남 청양군 정산면 서정리 11-8,"4479033021100110008","1240",충남청,청양,정산,파출소,"041-940-0312",충청남도 청양군 정산면 칠갑산로 1948,1.00
126.800198332817,36.451453048554,"126.80019833230483","36.45145304931483",충남 청양군 청양읍 칠갑산로 213,충남 청양군 청양읍 읍내리 189-4,"4479025021101890004","1241",충남청,청양,칠갑,지구대,"041-940-0311",충청남도 청양군 청양읍 칠갑산로 213,1.00
126.893390062547,36.3422882294644,"126.89339003784282","36.3422883498514",충남 청양군 장평면 닭우리고개길 39,충남 청양군 장평면 중추리 523-21,"4479036021105230021","1242",충남청,청양,장평청남,파출소,"041-940-0313",충청남도 청양군 장평면 닭우리고개길 39,1.00
126.716656219765,36.4285278179432,"126.71665662899113","36.4285273513321",충남 청양군 화성면 무한로 130,충남 청양군 화성면 산정리 165-8,"4479038021101650008","1243",충남청,청양,화성남양,파출소,"041-940-0314",충청남도 청양군 화성면 무한로 130,1.00
126.78634667983,36.5187763508785,"126.7863465572951","36.51877682762209",충남 청양군 비봉면 충절로 1988,충남 청양군 비봉면 록평리 111,"4479039021101110000","1244",충남청,청양,비봉,파출소,"041-940-0316",충청남도 청양군 비봉면 충절로 1988,1.00
126.845407215633,36.5238474673957,"126.84540722795182","36.5238474654826",충남 청양군 운곡면 청신로 878,충남 청양군 운곡면 신대리 607-1,"4479031025106070001","1245",충남청,청양,운곡,파출소,"041-940-0315",충청남도 청양군 운곡면 청신로 878,1.00
126.307399452909,36.7494204776066,"126.30739899531818","36.74942054590576",충남 태안군 태안읍 중앙로 177,충남 태안군 태안읍 동문리 85-1,"4482525021100850001","1246",충남청,태안,태안,지구대,"041-671-9121",충청남도 태안군 태안읍 중앙로 177,1.00
126.344903758436,36.5200237481679,"126.34490394776554","36.520022420870774",충남 태안군 안면읍 장터로 145,충남 태안군 안면읍 승언리 1064,"4482525321110640000","1247",충남청,태안,안면,파출소,"041-671-9122",충청남도 태안군 안면읍 장터로 145,1.00
126.258026519985,36.8246828226961,"126.25802627353283","36.8246824392279",충남 태안군 원북면 상리길 31-4,충남 태안군 원북면 반계리 221-4,"4482535021102210004","1248",충남청,태안,원북,파출소,"041-671-9123",충청남도 태안군 원북면 상리길 31-4,1.00
126.974000452086,37.5767702091525,"126.9740004518841","37.5767702087717",서울 종로구 효자로 9(통의동),서울 종로구 통의동 35-66,"1111010600100350066","13",서울청,서울종로,통의,파출소,"02-3701-4304",서울특별시 종로구  효자로 9,1.00
127.032600829978,37.6359901959806,"127.03260082996289","37.6359901963949",서울 강북구 한천로 969(번동),서울 강북구 번동 410-23,"1130510200104100023","123",서울청,서울강북,번동,파출소,"02-944-4173",서울특별시 강북구  한천로 969,1.00
126.227936474754,36.7131262339506,"126.22793624003114","36.71312626195795",충남 태안군 근흥면 근흥로 730,충남 태안군 근흥면 용신리 519-1,"4482533025105190001","1249",충남청,태안,근흥,파출소,"041-671-9124",충청남도 태안군 근흥면 근흥로 730,1.00
126.297008423961,36.6743906078703,"126.2970083722146","36.67438978312197",충남 태안군 남면 남면로 101,충남 태안군 남면 달산리 1183-1,"4482532024111830001","1250",충남청,태안,남면,파출소,"041-671-9125",충청남도 태안군 남면 남면로 101,1.00
126.195499940405,36.7591779968809,"126.19549941885387","36.75917704982179",충남 태안군 소원면 신덕길 17-1,충남 태안군 소원면 신덕리 159,"4482534023101590000","1251",충남청,태안,소원,파출소,"041-671-9126",충청남도 태안군 소원면 신덕길 17-1,1.00
127.111408122438,35.8354323217934,"127.1114081219331","35.835432322164294",전북 전주시 완산구 새터로 46(서신동) 서신지구대,전북 전주시 완산구 서신동 940-1,"5211112900109400001","1252",전북청,전주완산,서신,지구대,"063-280-0649",전라북도 전주시 완산구  새터로 46 서신지구대,1.00
127.146023888954,35.8236231487246,"127.14602393024622","35.82362315009597",전북 전주시 완산구 대동로 95(서노송동) 남문지구대,전북 전주시 완산구 서노송동 635-1,"5211114700106350001","1253",전북청,전주완산,남문,지구대,"063-280-0619",전라북도 전주시 완산구  대동로 95 남문지구대,1.00
127.121205707483,35.7998403644457,"127.12120570896136","35.79984036455026",전북 전주시 완산구 성지산로 24(삼천동1가) 삼천지구대,전북 전주시 완산구 삼천동1가 177-5,"5211113700101770005","1254",전북청,전주완산,삼천,지구대,"063-280-0629",전라북도 전주시 완산구  성지산로 24 삼천지구대,1.00
127.126788751646,35.8119792256673,"127.12678875887889","35.811979306560985",전북 전주시 완산구 서원로 295(중화산동2가) 화산지구대,전북 전주시 완산구 중화산동2가 106-5,"5211112800101060005","1255",전북청,전주완산,화산,지구대,"063-280-0639",전라북도 전주시 완산구  서원로 295 화산지구대,1.00
127.123900452877,35.8061585869748,"127.12390068070951","35.806158370392424",전북 전주시 완산구 용머리로 125(효자동1가) 효자지구대,전북 전주시 완산구 효자동1가 639-1,"5211114000106390001","1256",전북청,전주완산,효자,지구대,"063-280-0659",전라북도 전주시 완산구  용머리로 125 효자지구대,1.00
127.096184990163,35.8213640568574,"127.0961849367772","35.82136407294069",전북 전주시 완산구 마전들로 1(효자동3가) 서부파출소,전북 전주시 완산구 효자동3가 1656-10,"5211114200116560010","1257",전북청,전주완산,서부,지구대,"063-280-0689",전라북도 전주시 완산구  마전들로 1 서부파출소,1.00
127.135693413583,35.7909772561059,"127.13569341350087","35.790977256384636",전북 전주시 완산구 평화로 159(평화동2가) 평화파출소,전북 전주시 완산구 평화동2가 860-5,"5211113300108600005","1258",전북청,전주완산,평화,지구대,"063-280-0669",전라북도 전주시 완산구  평화로 159 평화파출소,1.00
127.048144042042,37.6236122134557,"127.04814404192999","37.62361221385571",서울 강북구 월계로 227(번동),서울 강북구 번동 242-6,"1130510200102420006","124",서울청,서울강북,번3,파출소,"02-944-4183",서울특별시 강북구  월계로 227,1.00
127.151552591723,35.8074035420096,"127.1515526337351","35.807403749952606",전북 전주시 완산구 서학3길 45(서서학동) 서학파출소,전북 전주시 완산구 서서학동 3-6,"5211112600100030006","1259",전북청,전주완산,서학,파출소,"063-280-0679",전라북도 전주시 완산구  서학3길 45 서학파출소,1.00
127.123778093576,35.8433147329174,"127.12377810254651","35.84331472997695",전북 전주시 덕진구 사평로 76(덕진동1가) 덕진지구대,전북 전주시 덕진구 덕진동1가 1275-1,"5211310500112750001","1260",전북청,전주덕진,덕진,지구대,"063-277-0113",전라북도 전주시 덕진구  사평로 76 덕진지구대,1.00
127.163896517501,35.8357833847619,"127.16389651796854","35.83578338396444",전북 전주시 덕진구 진버들4길 10(인후동1가) 아중지구대,전북 전주시 덕진구 인후동1가 807-1,"5211310300108070001","1261",전북청,전주덕진,아중,지구대,"063-244-1112",전라북도 전주시 덕진구  진버들4길 10 아중지구대,1.00
127.146458744678,35.8344802780337,"127.14645874552176","35.834480278441426",전북 전주시 덕진구 안덕원로 173(인후동2가) 모래내지구대,전북 전주시 덕진구 인후동2가 226-25,"5211310400102260025","1262",전북청,전주덕진,모래내,지구대,"063-271-0112",전라북도 전주시 덕진구  안덕원로 173 모래내지구대,1.00
127.149340338654,35.8638563121989,"127.14934038669355","35.863856309899404",전북 전주시 덕진구 동부대로 871(호성동1가) 호성파출소,전북 전주시 덕진구 호성동1가 838-5,"5211311600108380005","1263",전북청,전주덕진,호성,파출소,"063-241-0112",전라북도 전주시 덕진구  동부대로 871 호성파출소,1.00
127.16039206197,35.8500656707719,"127.16039216336722","35.850065563280225",전북 전주시 덕진구 동부대로 688(우아동3가) 역전파출소,전북 전주시 덕진구 우아동3가 745-98,"5211311500107450098","1264",전북청,전주덕진,역전,파출소,"063-246-8112",전라북도 전주시 덕진구  동부대로 688 역전파출소,1.00
127.076089142454,35.8728590091787,"127.07608910586751","35.872859062414136",전북 전주시 덕진구 쪽구름로 82(여의동2가) 여의파출소,전북 전주시 덕진구 여의동2가 689-3,"5211313900106890003","1265",전북청,전주덕진,여의,파출소,"063-211-1112",전라북도 전주시 덕진구  쪽구름로 82 여의파출소,1.00
127.107921078004,35.856101822998,"127.10792117899044","35.85610183263509",전북 전주시 덕진구 신복로 58(팔복동1가) 팔복파출소,전북 전주시 덕진구 팔복동1가 176-3,"5211310800101760003","1266",전북청,전주덕진,팔복,파출소,"063-211-4112",전라북도 전주시 덕진구  신복로 58 팔복파출소,1.00
127.123619179014,35.85884563718,"127.12361919078309","35.858845751319436",전북 전주시 덕진구 솔내6길 23(송천동1가) 솔내파출소,전북 전주시 덕진구 송천동1가 127-4,"5211312100101270004","1267",전북청,전주덕진,솔내,파출소,"063-277-0112",전라북도 전주시 덕진구  솔내6길 23 솔내파출소,1.00
127.1183771324,35.8577887634242,"127.1183770254168","35.85778876923074",전북 전주시 덕진구 송천로 50(송천동1가) 송천2파출소,전북 전주시 덕진구 송천동1가 411-1,"5211312100104110001","1268",전북청,전주덕진,송천2,파출소,"063-272-1112",전라북도 전주시 덕진구  송천로 50 송천2파출소,1.00
127.018192776898,37.6247988875491,"127.0181927898928","37.624798886642814",서울 강북구 삼양로 239-1(미아동),서울 강북구 미아동 867-128,"1130510100108670128","125",서울청,서울강북,삼양,파출소,"02-944-4102",서울특별시 강북구  삼양로 239-1,1.00
127.132675397447,35.8268048253196,"127.13267537869766","35.826804915522146",전북 전주시 덕진구 진북1길 19(진북동) 진북파출소,전북 전주시 덕진구 진북동 1045-1,"5211310200110450001","1269",전북청,전주덕진,진북,파출소,"063-275-0112",전라북도 전주시 덕진구  진북1길 19 진북파출소,1.00
127.06280886109,35.8393674954733,"127.06280886052816","35.839367492248684",전북 전주시 덕진구 출판로 92(장동) 혁신파출소,전북 전주시 덕진구 장동 1088-2,"5211313200110880002","1270",전북청,전주덕진,혁신,파출소,"063-236-0113",전라북도 전주시 덕진구  출판로 92 혁신파출소,1.00
126.851304812473,35.9840745589208,"126.85130939977606","35.984009723227004",전북 군산시 임피면 서원석곡로 610,전북 군산시 임피면 읍내리 99-5,"5213033021100990005","1272",전북청,군산,임피,파출소,"063-453-2112",전라북도 군산시 임피면 서원석곡로 610,1.00
126.784284833415,35.9905294905142,"126.78428504112733","35.99052978943337",전북 군산시 성산면 동군산로 25,전북 군산시 성산면 고봉리 376-1,"5213037023103760001","1273",전북청,군산,성산,파출소,"063-453-0112",전라북도 군산시 성산면 동군산로 25,1.00
126.831618647982,36.0310801458238,"126.83161877886224","36.03108014965163",전북 군산시 나포면 십자들로 644,전북 군산시 나포면 옥곤리 498,"5213038023104980000","1274",전북청,군산,나포,파출소,"063-453-1112",전라북도 군산시 나포면 십자들로 644,1.00
126.875343609792,35.9828334418229,"126.87534345755552","35.982833164028776",전북 군산시 서수면 항쟁로 191,전북 군산시 서수면 서수리 769-4,"5213034021107690004","1275",전북청,군산,서수,파출소,"063-453-3112",전라북도 군산시 서수면 항쟁로 191,1.00
126.809863826704,35.9457630980138,"126.809863620533","35.945763321307886",전북 군산시 대야면 만자로 10,전북 군산시 대야면 지경리 763-9,"5213035022107630009","1276",전북청,군산,대야,파출소,"063-451-2112",전라북도 군산시 대야면 만자로 10,1.00
126.76766536838,35.9627789966161,"126.7676653224825","35.96277900828164",전북 군산시 개정면 번영로 459,전북 군산시 개정면 아동리 248-2,"5213036021102480002","1277",전북청,군산,개정,파출소,"063-452-9812",전라북도 군산시  개정면 번영로 459,1.00
126.756180577109,35.9135938620051,"126.75618062596257","35.913593820529755",전북 군산시 회현면 회현로 173,전북 군산시 회현면 대정리 28-7,"5213032023100280007","1278",전북청,군산,회현,파출소,"063-466-5112",전라북도 군산시 회현면 회현로 173,1.00
126.704774342746,35.9593053383591,"126.70477432777457","35.95930534529137",전북 군산시 백토로 221(지곡동),전북 군산시 지곡동 491-3,"5213014300104910003","1279",전북청,군산,은파,지구대,"063-468-0120",전라북도 군산시  백토로 221번지,1.00
126.899822375752,37.45420093456,"126.89982233465204","37.454201013702104",서울 금천구 시흥대로57길 45(시흥동),서울 금천구 시흥동 995-2,"1154510300109950002","126",서울청,서울금천,금천,파출소,"02-802-0113",서울특별시 금천구 시흥대로57길 45,1.00
126.748625325197,35.9420188113834,"126.74862529100326","35.94201880754359",전북 군산시 옥산면 옥산로 236,전북 군산시 옥산면 옥산리 78,"5213031021100780000","1280",전북청,군산,옥산,파출소,"063-464-4112",전라북도 군산시 옥산면 옥산로 236(옥산면),1.00
126.685888771712,35.923472185834,"126.68588864142282","35.9234718632312",전북 군산시 옥구읍 대학로 806,전북 군산시 옥구읍 선제리 98-7,"5213025026100980007","1281",전북청,군산,옥구,파출소,"063-464-9112",전라북도 군산시  대학로 806,1.00
126.555184718879,36.034882468154,"126.5551846148515","36.03488242213142",전북 군산시 옥도면 개야도2길 19 개야도파출소,전북 군산시 옥도면 개야도리 23,"5213039021100230000","1282",전북청,군산,개야도,파출소,"063-466-0113",전라북도 군산시 옥도면 개야도2길 19 개야도파출소,1.00
125.980012797775,36.1204258382939,"125.98001252512333","36.12042579368298",전북 군산시 옥도면 어청도길 93,전북 군산시 옥도면 어청도리 269-1,"5213039023102690001","1283",전북청,군산,어청도,파출소,"063-466-7112",전라북도 군산시 옥도면 어청도길 93,1.00
126.414299529758,35.8137078329422,"126.41429937803993","35.81370729492489",전북 군산시 옥도면 선유북길 70-2,전북 군산시 옥도면 선유도리 333,"5213039024103330000","1284",전북청,군산,선유도,파출소,"063-465-5123",전라북도 군산시 옥도면 선유북길 70-2,1.00
126.646683279114,35.9266682558891,"126.64668362587436","35.92666879234595",전북 군산시 옥서면 옥구저수지로 182,전북 군산시 옥서면 옥봉리 33-1,"5213040021100330001","1285",전북청,군산,옥서,파출소,"063-471-2112",전라북도 군산시 옥서면 옥구저수지로 182,1.00
126.566101690285,35.9639589480578,"126.56610165153324","35.96395943075197",전북 군산시 요죽안2길 31(오식도동),전북 군산시 오식도동 624-13,"5213014700106240013","1286",전북청,군산,비응,파출소,"063-462-1181",전라북도 군산시  요죽안2길 31,1.00
126.726468315166,35.98357413285,"126.7264683159855","35.98357413271478",전북 군산시 서래안2길 24(중동),전북 군산시 중동 272-26,"5213013000102720026","1287",전북청,군산,중앙,파출소,"063-445-2372",전라북도 군산시  서래안2길 24,1.00
126.734837474058,35.9747812822129,"126.73483746980804","35.974781505872436",전북 군산시 조촌2길 92-2(조촌동),전북 군산시 조촌동 834,"5213013400108340000","1289",전북청,군산,경장,지구대,"063-452-0112",전라북도 군산시  조촌2길 92-02,1.00
126.657535764837,35.9573431781706,"126.65753576562088","35.957343177582",전북 군산시 공항로 377(산북동),전북 군산시 산북동 2479-10,"5213015100124790010","1290",전북청,군산,서해,지구대,"063-466-0112",전라북도 군산시  공항로 377,1.00
126.903436594686,37.4695209665324,"126.90343659466419","37.46952096647406",서울 금천구 독산로76길 20(독산동),서울 금천구 독산동 191-2,"1154510200101910002","127",서울청,서울금천,문성,지구대,"02-855-0112",서울특별시 금천구  독산로 76길 20,1.00
126.726965360923,35.9647585535629,"126.72696536122322","35.964758160288916",전북 군산시 미장안3길 3(미장동),전북 군산시 미장동 500-2,"5213014200105000002","1291",전북청,군산,수송,지구대,"063-446-2500",전라북도 군산시  미장안3길 3,1.00
126.954094418156,35.9644354368705,"126.9540944114714","35.96443543385238",전북 익산시 익산대로64길 34(신동),전북 익산시 신동 760-11,"5214012100107600011","1292",전북청,익산,신동,지구대,"063-855-6094",전라북도 익산시  익산대로64길 34,1.00
126.984632522522,35.9587996798386,"126.9846325227322","35.95879967942699",전북 익산시 무왕로 1152(어양동),전북 익산시 어양동 621-1,"5214012300106210001","1293",전북청,익산,부송팔봉,지구대,"063-836-1112",전라북도 익산시 무왕로 1152,1.00
126.954778167951,35.9418873064068,"126.95477820542385","35.941887395656",전북 익산시 인북로 146(남중동),전북 익산시 남중동 147-86,"5214011300101470086","1294",전북청,익산,중앙,지구대,"063-855-3591",전라북도 익산시  인북로 146,1.00
126.946764543786,35.9307050464462,"126.94676449729894","35.930705106508974",전북 익산시 인북로1길 26(인화동1가),전북 익산시 인화동1가 173-9,"5214010900101730009","1295",전북청,익산,평화,지구대,"063-855-4826",전라북도 익산시  인북로1길 26,1.00
127.052879593722,35.9913700679096,"127.05287960387676","35.99137014607902",전북 익산시 금마면 금마길 56-1,전북 익산시 금마면 동고도리 874번지,"5214040021108740000","1296",전북청,익산,금마,파출소,"063-834-7112",전라북도 익산시 금마면 동고도리 874,1.00
127.085152689766,36.058488801197,"127.08515279569652","36.05848883625018",전북 익산시 여산면 가람로 376,전북 익산시 여산면 여산리 451-3,"5214039021104510003","1297",전북청,익산,여산,파출소,"063-836-5112",전라북도 익산시 여산면 가람로 376,1.00
127.089351114129,35.9668714343754,"127.0893511376585","35.96687142818871",전북 익산시 왕궁면 왕궁로 537,전북 익산시 왕궁면 흥암리 507-2,"5214041022105070002","1298",전북청,익산,왕궁,파출소,"063-832-4112",전라북도 익산시 왕궁면 왕궁로 537,1.00
126.953943243525,36.1175165715793,"126.95394317883972","36.11751651250913",전북 익산시 용안면 현내1로 88,전북 익산시 용안면 교동리 423-1,"5214036021104230001","1299",전북청,익산,용안,파출소,"063-861-3112",전라북도 익산시 용안면 현내1로 88,1.00
127.018751591453,36.1377487712999,"127.01875159199943","36.13774877103491",전북 익산시 망성면 무네미길 94,전북 익산시 망성면 신작리 528-11,"5214038021105280011","1300",전북청,익산,망성,파출소,"063-861-9112",전라북도 익산시 망성면 무네미길 94,1.00
